"","Species","Order","Family","Genus","SV","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","image.files","description","Source"
"118","Hemichromis bimaculatus",NA,NA,NA,"0","absent","",312269,"","Hemichromis bimaculatus","","Hemichromis_bimaculatus_image_ventral","","https://doi.org/10.1007/s10750-024-05531-4"
"119","Hemichromis guttatus",NA,NA,NA,"0","absent","",839353,"","Hemichromis guttatus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"120","Hemitilapia oxyrhynchus","Cichliformes","Cichlidae","Hemitilapia","0","absent","",720886,"","Hemitilapia oxyrhynchus","y","Hemitilapia_oxyrhynchus_image_ventral_lateral","","https://www.researchgate.net/publication/293273134_Brain_evolution_in_cichlids_of_the_African_Great_Lakes_Brain_and_body_size_general_patterns_and_evolutionary_trends"
"121","Hepsetus odoe","Characiformes","Hepsetidae","Hepsetus","0","absent","y",128234,"","Hepsetus odoe","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"122","Heterocharax leptogrammus","Characiformes","Acestrorhynchidae","Heterocharax","0","absent","",3624837,"","Heterocharax leptogrammus","","","""the Saccus vasculosus is inconspicuous""","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"123","Esox lucius","Esociformes","Esocidae","Esox","0","absent","y",739941,"","Esox lucius","","Esox_lucius_drawing_ventral_lateral","","https://doi.org/10.1002/(SICI)1097-4687(199607)229:1<23::AID-JMOR2>3.0.CO;2-Q"
"124","Heterotis niloticus","Osteoglossiformes","Arapaimidae","Heterotis","0","absent","y",916703,"","Heterotis niloticus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"125","Hypoatherina valenciennei","Atheriniformes","Atherinidae","Hypoatherina","0","absent","",828581,"","Hypoatherina valenciennei","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"126","Hyporhamphus sajori","Beloniformes","Hemiramphidae","Hyporhamphus","0","absent","",496667,"","Hyporhamphus sajori","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"127","Iguanodectes spilurus","Characiformes","Iguanodectidae","Iguanodectes","0","absent","",3625587,"","Iguanodectes spilurus","","","""the saccus vasculosus is absent""","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"128","Jordanella floridae","Cyprinodontiformes","Cyprinodontidae","Jordanella","0","absent","",82326,"","Jordanella floridae","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"129","Neolamprologus brichardi","Cichliformes","Cichlidae","Neolamprologus","0","absent","",279935,"","Neolamprologus brichardi","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"130","Luciocephalus pulcher","Anabantiformes","Osphronemidae","Luciocephalus","0","absent","",377745,"","Luciocephalus pulcher","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"131","Metynnis hypsauchen","Characiformes","Serrasalmidae","Metynnis","0","absent","",506575,"","Metynnis hypsauchen","","","""The Diencephalon is moderately developed in M. lippincottianus (Fig. 4 C) and well structured in M. hypsauchen. The Saccus vasculosus is inconspicuous in both. (translated)","http://hdl.handle.net/11612/2926"
"132","Metynnis lippincottianus","Characiformes","Serrasalmidae","Metynnis","0","absent","",1095505,"","Metynnis lippincottianus","","","""The Diencephalon is moderately developed in M. lippincottianus (Fig. 4 C) and well structured in M. hypsauchen. The Saccus vasculosus is inconspicuous in both. (translated)","http://hdl.handle.net/11612/2926"
"133","Mikrogeophagus ramirezi","Cichliformes","Cichlidae","Mikrogeophagus","0","absent","",316392,"","Mikrogeophagus ramirezi","","Mikrogeophagus_ramizeri_image_ventral","","https://doi.org/10.1007/s10750-024-05531-4"
"134","Mimagoniates rheocharis","Characiformes","Characidae","Mimagoniates","0","absent","",328359,"","Mimagoniates rheocharis","y","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"135","Misgurnus anguillicaudatus","Cypriniformes","Cobitidae","Misgurnus","0","absent","y",312382,"","Misgurnus anguillicaudatus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"136","Moenkhausia xinguensis","Characiformes","Characidae","Moenkhausia","0","absent","",1095527,"","Moenkhausia xinguensis","y","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"137","Monopterus albus","Synbranchiformes","Synbranchidae","Monopterus","0","absent","y",655999,"","Monopterus albus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"138","Phoxinus oxycephalus jouyi",NA,NA,NA,"0","absent","",343644,"infraspecific","Phoxinus oxycephalus jouyi","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"139","Myleus setiger","Characiformes","Serrasalmidae","Myleus","0","absent","",985120,"","Myleus setiger","","","""Vascular sac is inconspicuous and/or absent."" (translated)","http://hdl.handle.net/11612/2926"
"140","Neolebias unifasciatus","Characiformes","Distichodontidae","Neolebias","0","absent","",3624643,"","Neolebias unifasciatus","y","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"141","Nothobranchius palmqvisti","Cyprinodontiformes","Nothobranchiidae","Nothobranchius","0","absent","",3641410,"","Nothobranchius palmqvisti","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"142","Nannostomus beckfordi","Characiformes","Lebiasinidae","Nannostomus","0","absent","",486012,"","Nannostomus beckfordi","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"143","Oligosarcus pintoi","Characiformes","Characidae","Oligosarcus","0","absent","",3624795,"","Oligosarcus pintoi","y","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"144","Oreochromis niloticus","Cichliformes","Cichlidae","Oreochromis","0","absent","y",288063,"sibling_higher","Oreochromis niloticus","","Oreochromis_niloticus_image_ventral","","https://doi.org/10.1007/s10750-024-05531-4"
"145","Oryzias latipes","Beloniformes","Adrianichthyidae","Oryzias","0","absent","y",942673,"","Oryzias latipes","","","","https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.1463-6395.1992.tb00950.x"
"146","Osteoglossum bicirrhosum","Osteoglossiformes","Osteoglossidae","Osteoglossum","0","absent","y",279997,"","Osteoglossum bicirrhosum","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"147","Osteoglossum bicirrhosum","Osteoglossiformes","Osteoglossidae","Osteoglossum","0","absent","y",279997,"","Osteoglossum bicirrhosum","","","""In Osteoglossum, the saccus vasculosus is absent""","chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.jstage.jst.go.jp/article/jji1950/33/1/33_1_27/_pdf/-char/ja"
"148","Pantodon buchholzi","Osteoglossiformes","Pantodontidae","Pantodon","0","absent","",108350,"","Pantodon buchholzi","","","""Among the examined osteoglossomorphs, Pantodon and Gymnarchus do not possess the saccus vasculosus. ""","chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.jstage.jst.go.jp/article/jji1950/33/1/33_1_27/_pdf/-char/ja"
"149","Pantodon buchholzi","Osteoglossiformes","Pantodontidae","Pantodon","0","absent","",108350,"","Pantodon buchholzi","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"150","Pantodon buchholzi","Osteoglossiformes","Pantodontidae","Pantodon","0","absent","",108350,"","Pantodon buchholzi","","","The saccus vasculosus is absent in Pantodon and Gymnarchus, but it is well developed in Notopterus and Xenomystus.","https://doi.org/10.11369/jji1950.33.27"
"151","Phoxinus phoxinus","Cypriniformes","Leuciscidae","Phoxinus","0","absent","y",1019917,"","Phoxinus phoxinus","","","""However, the nucleus lateralis tuberis and the saccus
if present
vasculosus (which/receives fibres from the nucleus preopticus)
are absent in the minnow (Scharrer, 1928, 1952) ""","https://www.proquest.com/docview/1790727754?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses (no doi)"
"152","Phoxinus phoxinus","Cypriniformes","Leuciscidae","Phoxinus","0","absent","y",1019917,"","Phoxinus phoxinus","","","","urn:nbn:se:uu:diva-473580"
"153","Piaractus mesopotamicus","Characiformes","Serrasalmidae","Piaractus","0","absent","y",24652,"","Piaractus mesopotamicus","","","""Saccus vasculosa is absent."" (translated)","http://hdl.handle.net/11612/2926"
"154","Poecilia reticulata","Cyprinodontiformes","Poeciliidae","Poecilia","0","absent","y",312452,"","Poecilia reticulata","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"155","Poecilia latipinna","Cyprinodontiformes","Poeciliidae","Poecilia","0","absent","y",998174,"","Poecilia latipinna","y","Poecilia_latipinna_drawing_coronal_section_fig1.png
Poecilia_latipinna_drawing_coronal_section_fig2.png
Poecilia_latipinna_drawing_coronal_section_fig3.png
Poecilia_latipinna_drawing_coronal_section_fig4.png","","https://doi.org/10.1002/cne.903020416"
"156","Probolodus heterostomus",NA,NA,NA,"0","absent","",719847,"","Probolodus heterostomus","y","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"157","Prochilodus lineatus","Characiformes","Prochilodontidae","Prochilodus","0","absent","",1027734,"","Prochilodus lineatus","","","""the Saccus vasculosus is absent and/or inconspicuous""","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"158","Rhinogobius flumineus","Gobiiformes","Gobiidae","Rhinogobius","0","absent","",518755,"","Rhinogobius flumineus","y","Rhinogobius_flumineus_Image_drawing_ventral_lateral",""," https://doi.org/10.1002/cne.24547"
"159","Rhodeus ocellatus","Cypriniformes","Acheilognathidae","Rhodeus","0","absent","",887027,"","Rhodeus ocellatus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"160","Rhyacichthys aspro","Gobiiformes","Rhyacichthyidae","Rhyacichthys","0","absent","y",652242,"","Rhyacichthys aspro","y","Rhyacichthys_aspro_drawing_lateral_ventral","","https://doi.org/10.11369/jji1950.36.260"
"161","Roeboides descalvadensis","Characiformes","Characidae","Roeboides","0","absent","",1077236,"","Roeboides descalvadensis","","","""Saccus vasculosus, when
present, it is not very pronounced"" [talking about genus Roeboides]","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"162","Roeboides myersii","Characiformes","Characidae","Roeboides","0","absent","",282557,"","Roeboides myersii","","","""Saccus vasculosus, when
present, it is not very pronounced"" [talking about genus Roeboides]","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"163","Roeboides prognathus","Characiformes","Characidae","Roeboides","0","absent","",3624826,"","Roeboides prognathus","","","""Saccus vasculosus, when
present, it is not very pronounced"" [talking about genus Roeboides]","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"164","Salvelinus namaycush","Salmoniformes","Salmonidae","Salvelinus","0","absent","y",114152,"","Salvelinus namaycush","y","Salvelinus_namaycush_image_lateral","","https://doi.org/10.1002/ece3.8179"
"165","Scleropages jardinii","Osteoglossiformes","Osteoglossidae","Scleropages","0","absent","",335719,"","Scleropages jardinii","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"166","Serrapinnus notomelas","Characiformes","Characidae","Serrapinnus","0","absent","",199867,"","Serrapinnus notomelas","","","""the Saccus vasculosus is absent and/or inconspicuous""","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"167","Serrasalmus rhombeus","Characiformes","Serrasalmidae","Serrasalmus","0","absent","",382210,"","Serrasalmus rhombeus","","","""The Saccus vasculosus is conspicuous and can be located just below the Lobus inferior hypothalami in S. maculatus (Fig. 13 C) and inconspicuous or absent in S. rhombeus (Fig. 14 C)."" (translated)","http://hdl.handle.net/11612/2926"
"168","Sternopygus macrurus","Gymnotiformes","Sternopygidae","Sternopygus","0","absent","",729097,"","Sternopygus macrurus","","","no description","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"169","Strongylura anastomella","Beloniformes","Belonidae","Strongylura","0","absent","",703667,"","Strongylura anastomella","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"170","Stygichthys typhlops","Characiformes","Characidae","Stygichthys","0","absent","",2695,"incertae_sedis_inherited","Stygichthys typhlops","y","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"171","Teleocichla proselytus","Cichliformes","Cichlidae","Teleocichla","0","absent","",493822,"","Teleocichla proselytus","","Teleocichla_proselytus_image_ventral","","https://doi.org/10.1007/s10750-024-05531-4"
"172","Marosatherina ladigesi","Atheriniformes","Telmatherinidae","Marosatherina","0","absent","",296889,"","Marosatherina ladigesi","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"173","Pseudaspius hakonensis","Cypriniformes","Leuciscidae","Pseudaspius","0","absent","",372585,"","Pseudaspius hakonensis","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"174","Triportheus nematurus","Characiformes","Triportheidae","Triportheus","0","absent","",48234,"","Triportheus nematurus","","","""the Saccus vasculosus is absent and/or
inconspicuous in Triportheus""","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"175","Xenentodon cancila","Beloniformes","Belonidae","Xenentodon","0","absent","y",549052,"","Xenentodon cancila","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"176","Diplodus sargus","Eupercaria/misc","Sparidae","Diplodus","0","absent","y",239665,"","Diplodus sargus","y","Diplodus_sargus_cross_section","","https://sci-hub.se/10.1016/j.aquatox.2015.11.031"
"177","Epinephelus malabaricus","Perciformes/Serranoidei","Epinephelidae","Epinephelus","0","absent","y",463848,"","Epinephelus malabaricus","","Epinephelus_malabaricus_image_ventral_lateral","","https://doi.org/10.1016/j.jneumeth.2019.108416"
"178","Halichoeres trimaculatus","Eupercaria/misc","Labridae","Halichoeres","0","absent","y",942026,"","Halichoeres trimaculatus","","Halichoeres_trimaculatus_image_lateral Halichoeres_trimaculatus_cross_section","","https://doi.org/10.1016/j.jneumeth.2019.108416"
"179","Clarias batrachus","Siluriformes","Clariidae","Clarias","0.5","present","y",107857,"","Clarias batrachus","","Clarias_batrachus_drawing_sagittal","","https://doi.org/10.1007/s00429-019-01899-5"
"180","Microschemobrycon callops","Characiformes","Characidae","Microschemobrycon","0.5","present","",3625570,"","Microschemobrycon callops","","","""Saccus vasculosus is like a
small, semicircular structure, almost imperceptible, in the posterior portion of the complex
Hypothalamic""","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"181","Acipenser gueldenstaedtii","Acipenseriformes","Acipenseridae","Acipenser","1","present","y",378912,"","Acipenser gueldenstaedtii","","","","https://books.google.ca/books?hl=en&lr=&id=9k8Ty4lnH_EC&oi=fnd&pg=PA1&dq=%22Poecilia+Formosa%22+AND+%22saccus+vasculosus%22&ots=BMO8y4h_0u&sig=wBGdyG11_Yx70Z9qR9p4F2LHOLA#v=onepage&q=saccus&f=false"
"182","Acipenser transmontanus","Acipenseriformes","Acipenseridae","Acipenser","1","present","y",378925,"","Acipenser transmontanus","","","","https://doi.org/10.1679/aohc.57.77"
"183","Aethotaxis mitopteryx","Perciformes/Notothenioidei","Nototheniidae","Aethotaxis","1","present","",303038,"extinct_inherited, incertae_sedis","Aethotaxis mitopteryx","","","""In species with a small saccus, it is eitheraccommodated within the midline cleft be-tween the inferior lobes or adherent to themost caudal aspect of the inferior lobes. Ineither case, it is visible only when the brain isviewed from the ventral aspect.""","https://doi.org/10.1002/jmor.1052230107"
